species	proteome_id	tax_id	superregnum	uniprot_fasta_file	count	mean	var	log10_mean	log10_var	division_both_dbs
Ferroglobus placidus (strain DSM 10642 / AEDII12DO)	UP000002613	589924	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000002613/UP000002613_589924.fasta.gz	2463.0	268.2082825822168	34389.63937897454	2.334330641485435	0.0865473940610505	archaea
Methanoregula formicica (strain DSM 22288 / NBRC 105244 / SMSP)	UP000010824	593750	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010824/UP000010824_593750.fasta.gz	2815.0	288.0202486678508	49650.00278813998	2.356468079766157	0.0931098876237347	archaea
Thermococcus sibiricus (strain DSM 12597 / MM 739)	UP000009079	604354	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009079/UP000009079_604354.fasta.gz	2035.0	272.5783783783784	33780.40621860799	2.336345610099769	0.0962475031602693	archaea
Thermosphaera aggregans (strain DSM 11486 / M11TL)	UP000002376	633148	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000002376/UP000002376_633148.fasta.gz	1387.0	286.4347512617159	35038.43639609609	2.369174650068626	0.0808261381268004	archaea
Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / OCM 146 / M1) (Methanobacterium ruminantium)	UP000008680	634498	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000008680/UP000008680_634498.fasta.gz	2209.0	344.1317338162064	173539.164250661	2.395623933076336	0.1103567041217343	archaea
Methanohalobium evestigatum (strain ATCC BAA-1072 / DSM 3721 / NBRC 107634 / OCM 161 / Z-7303)	UP000000391	644295	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000000391/UP000000391_644295.fasta.gz	2250.0	296.35155555555554	47345.90080905094	2.370706268514956	0.0932601924996036	archaea
Halobellus clavatus	UP000199170	660517	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000199170/UP000199170_660517.fasta.gz	3679.0	295.8670834465888	51338.1783588378	2.3695471831778594	0.0925056080484468	archaea
Halogranum gelatinilyticum	UP000199451	660521	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000199451/UP000199451_660521.fasta.gz	3752.0	292.70335820895525	37839.83226811159	2.3739023778550683	0.0864581349265408	archaea
Candidatus Parvarchaeum acidiphilum ARMAN-4	UP000009375	662760	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009375/UP000009375_662760.fasta.gz	911.0	259.9165751920966	42354.93149419186	2.3102163994435734	0.0924166947109068	archaea
Candidatus Parvarchaeum acidophilus ARMAN-5	UP000009376	662762	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009376/UP000009376_662762.fasta.gz	1002.0	264.5988023952096	58276.739978584286	2.3114008500770047	0.0941280785456362	archaea
Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15)	UP000000346	666510	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000000346/UP000000346_666510.fasta.gz	1499.0	299.7645096731154	38224.80765815394	2.3857382952930366	0.086632403370076	archaea
Thermoplasmatales archaeon A-plasma	UP000018337	667135	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000018337/UP000018337_667135.fasta.gz	2276.0	258.2152899824253	36068.081102377415	2.303438108405949	0.1019286582493668	archaea
Thermoplasmatales archaeon E-plasma	UP000018052	667137	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000018052/UP000018052_667137.fasta.gz	1661.0	289.32149307645994	39610.14838716697	2.364828687191508	0.089568358987623	archaea
Thermoplasmatales archaeon I-plasma	UP000017931	667138	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000017931/UP000017931_667138.fasta.gz	1693.0	290.6928529238039	46320.826408699984	2.3626388776603746	0.0926750115480813	archaea
Methanospirillum lacunae	UP000245657	668570	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000245657/UP000245657_668570.fasta.gz	3377.0	320.07314184187146	56524.66674584274	2.402894684187208	0.0914462756009097	archaea
Metallosphaera yellowstonensis MK1	UP000003980	671065	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000003980/UP000003980_671065.fasta.gz	3340.0	231.0338323353293	30667.21868132558	2.241394615122413	0.1150104875692486	archaea
Halomarina oriensis	UP000282322	671145	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000282322/UP000282322_671145.fasta.gz	3340.0	296.6556886227545	39140.47560404797	2.3811772310913297	0.0837944714764442	archaea
Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae)	UP000006622	679901	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000006622/UP000006622_679901.fasta.gz	1972.0	309.5684584178499	48462.22717306625	2.396324549605215	0.0870368514840066	archaea
Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847) (Methanoplanus petrolearius)	UP000006565	679926	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000006565/UP000006565_679926.fasta.gz	2779.0	297.3810723281756	40971.65854730182	2.38286990018616	0.08352579323589	archaea
Methanothermobacter tenebrarum	UP000249782	680118	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000249782/UP000249782_680118.fasta.gz	1556.0	280.9447300771208	34920.85482108466	2.36364081840904	0.0774355393476988	archaea
Archaeoglobus veneficus (strain DSM 11195 / SNP6)	UP000008136	693661	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000008136/UP000008136_693661.fasta.gz	2065.0	270.39176755447943	33973.21030041106	2.3406297852784346	0.0846166562277286	archaea
Pyrolobus fumarii (strain DSM 11204 / 1A)	UP000001037	694429	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000001037/UP000001037_694429.fasta.gz	1967.0	272.954245043213	36695.56657276393	2.3409683312061627	0.0870347058488162	archaea
Natronococcus occultus SP4	UP000010878	694430	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010878/UP000010878_694430.fasta.gz	4153.0	288.17096075126415	38610.50400237634	2.359097194136638	0.0963570333489178	archaea
Halolamina pelagica	UP000050535	699431	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000050535/UP000050535_699431.fasta.gz	3464.0	242.1088337182448	27799.66733170321	2.284783788369141	0.0918669420040753	archaea
Halobellus limi	UP000236740	699433	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000236740/UP000236740_699433.fasta.gz	3637.0	294.0228210063239	45599.58941305184	2.372853070334981	0.0879799421147198	archaea
Natrarchaeobaculum aegyptiacum	UP000250088	745377	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000250088/UP000250088_745377.fasta.gz	3626.0	297.2330391616106	40604.74871225059	2.3821475649393142	0.0829089972759914	archaea
Halobacterium sp. DL1	UP000004595	751944	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000004595/UP000004595_751944.fasta.gz	3265.0	276.93721286370595	35694.93263745008	2.344680878287308	0.092050280787846	archaea
Salinigranum rubrum	UP000236584	755307	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000236584/UP000236584_755307.fasta.gz	4473.0	282.62821372680526	35223.29622527453	2.36307824670705	0.0798516575620226	archaea
halophilic archaeon DL31	UP000010096	756883	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010096/UP000010096_756883.fasta.gz	3413.0	287.42748315265163	41480.53613777264	2.354565771434422	0.0978441773928987	archaea
Halomicrobium zhouii	UP000199062	767519	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000199062/UP000199062_767519.fasta.gz	4091.0	293.88315815204106	42872.744290854935	2.3685454391301017	0.09328638737466	archaea
Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1)	UP000002654	768679	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000002654/UP000002654_768679.fasta.gz	2047.0	270.46165119687345	31869.659208024907	2.346492265521869	0.0784454820574891	archaea
Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	UP000000390	795797	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000000390/UP000000390_795797.fasta.gz	3779.0	267.7385551733263	36142.49912453976	2.3181945958389645	0.1048663335626679	archaea
Halosimplex carlsbadense 2-9-1	UP000011626	797114	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000011626/UP000011626_797114.fasta.gz	4458.0	293.95984746523106	43566.47067819077	2.370072763426348	0.0897664642339044	archaea
Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	UP000006794	797210	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000006794/UP000006794_797210.fasta.gz	4221.0	291.95095948827293	40000.57934801281	2.365573066232306	0.0940496657498538	archaea
Halostagnicola larsenii XH-48	UP000019024	797299	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000019024/UP000019024_797299.fasta.gz	4086.0	275.578071463534	38188.29586173884	2.326386096766191	0.1119688545925195	archaea
Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70)	UP000010846	797302	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010846/UP000010846_797302.fasta.gz	3099.0	294.9622458857696	44344.75486855023	2.371232893975031	0.0916525113963348	archaea
Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157)	UP000010843	797303	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010843/UP000010843_797303.fasta.gz	4138.0	285.1401643305945	39842.55612876197	2.3517205127543583	0.0972765181592704	archaea
Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2)	UP000010468	797304	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010468/UP000010468_797304.fasta.gz	3624.0	283.6923289183223	39846.066228745214	2.347982169865715	0.098649763290628	archaea
Candidatus Nitrosarchaeum limnium BG20	UP000014065	859192	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000014065/UP000014065_859192.fasta.gz	2621.0	208.7527661198016	25498.30984444489	2.2016795809442824	0.1081087087969371	archaea
Methanomethylovorans hollandica (strain DSM 15978 / NBRC 107637 / DMS1)	UP000010866	867904	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010866/UP000010866_867904.fasta.gz	2551.0	302.3622108976872	52091.78796750217	2.3737599199304524	0.0972131780163691	archaea
Methanobacterium lacus (strain AL-21)	UP000007490	877455	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000007490/UP000007490_877455.fasta.gz	2493.0	287.0814279983955	41892.54272476578	2.3614178708528613	0.0883842188683149	archaea
Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5)	UP000009227	880724	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009227/UP000009227_880724.fasta.gz	1753.0	286.0216771249287	37052.14679010802	2.369110150283463	0.0813419150146496	archaea
Nanosalina sp. (strain J07AB43)	UP000009379	889948	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009379/UP000009379_889948.fasta.gz	1673.0	211.94799760908543	27752.273011837315	2.2077707667491686	0.1089010624857805	archaea
Nanosalinarum sp. (strain J07AB56)	UP000009382	889962	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000009382/UP000009382_889962.fasta.gz	1402.0	228.21897289586303	32623.00483606065	2.242870580710904	0.1043782197232762	archaea
Halovenus aranensis	UP000198856	890420	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000198856/UP000198856_890420.fasta.gz	3354.0	292.0906380441264	41883.38695080066	2.365035393663993	0.0943508595019	archaea
Nitrososphaera viennensis EN76	UP000027093	926571	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000027093/UP000027093_926571.fasta.gz	3117.0	233.94546037856912	38929.13823115031	2.244780035531048	0.1124111826542861	archaea
Halococcus morrhuae DSM 1307	UP000011568	931277	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000011568/UP000011568_931277.fasta.gz	3035.0	277.8836902800659	33237.16148407016	2.353025067489276	0.0848013299584398	archaea
Acidianus hospitalis (strain W1)	UP000008458	933801	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000008458/UP000008458_933801.fasta.gz	2329.0	266.35981107771573	31802.955531923057	2.335947597066534	0.0804314954436214	archaea
Methanoplanus limicola DSM 2279	UP000005741	937775	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000005741/UP000005741_937775.fasta.gz	2928.0	309.67247267759564	64451.373727809296	2.376093610447839	0.1037492944642875	archaea
Ignicoccus islandicus DSM 13165	UP000060778	940295	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000060778/UP000060778_940295.fasta.gz	1510.0	274.8543046357616	41189.87007754795	2.338940776743479	0.0930232212913073	archaea
Methanothrix soehngenii (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6) (Methanosaeta concilii)	UP000007807	990316	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000007807/UP000007807_990316.fasta.gz	2791.0	294.5127194553924	48613.30369120407	2.3680811131284654	0.0911514723002581	archaea
Haloarchaeobius iranensis	UP000199370	996166	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000199370/UP000199370_996166.fasta.gz	3852.0	284.65472481827624	39095.65328070847	2.353547568734358	0.0944300032581914	archaea
Halorhabdus tiamatea SARL4B	UP000015381	1033806	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000015381/UP000015381_1033806.fasta.gz	2988.0	286.809906291834	48504.02344384792	2.33713110408162	0.1138285137379528	archaea
Thermoplasmatales archaeon (strain BRNA1)	UP000012076	1054217	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000012076/UP000012076_1054217.fasta.gz	1528.0	290.11583769633506	49368.69711639015	2.3553155215183583	0.1017349128117443	archaea
Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / ANMR 0165 / IC-154)	UP000010469	1056495	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000010469/UP000010469_1056495.fasta.gz	1477.0	299.55044008124577	34823.62973727232	2.394255152289681	0.0767207660747194	archaea
Halonotius sp. J07HN4	UP000030639	1070774	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000030639/UP000030639_1070774.fasta.gz	3224.0	251.9029156327544	33150.958303628	2.294837281106392	0.0979435397118927	archaea
Haloredivivus sp. (strain G17)	UP000003484	1072681	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000003484/UP000003484_1072681.fasta.gz	2152.0	150.7174721189591	19950.39712833488	2.050717445869405	0.1015219448464895	archaea
Halohasta litchfieldiae	UP000198888	1073996	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000198888/UP000198888_1073996.fasta.gz	3425.0	276.7375182481752	38242.9956276008	2.3400377905697614	0.0952380988425295	archaea
halophilic archaeon J07HX64	UP000030650	1085028	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000030650/UP000030650_1085028.fasta.gz	3025.0	253.6505785123967	43639.319993878176	2.269405618756204	0.1282101981402786	archaea
halophilic archaeon J07HB67	UP000030674	1085029	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000030674/UP000030674_1085029.fasta.gz	2831.0	229.6047333097845	26642.961376881147	2.254373903194836	0.100169292598394	archaea
Methanolobus tindarius DSM 2278	UP000019483	1090322	archaea	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Archaea/UP000019483/UP000019483_1090322.fasta.gz	2912.0	312.7548076923077	60904.00306859922	2.3888966778594627	0.0947053043122807	archaea
