genes_species	genes_mean	genes_var	tax_id	prots_superregnum	prots_mean	prots_var	merged_division_superregnum
atta_cephalotes	11727.258888571156	698670653.9840666	12957	eukaryota	570.7787846990366	358985.62163725594	invertebrates
blastocystis_hominis_gca_000151665	1294.8629568106312	1870641.332104896	12968	eukaryota	360.8266323024055	154266.90841587784	protists
dactylococcopsis_salina_pcc_8305_gca_000317615	911.7980221756068	1041862.7175860152	13035	bacteria	303.8956127080182	116359.5093784456	bacteria
rhodnius_prolixus	8109.826704734081	247434294.1647875	13249	eukaryota	357.1897903128559	142114.4050197001	invertebrates
tilletia_controversa_gca_001645045	1842.6444219066937	1899622.7286076893	13291	eukaryota	531.2693322508626	181874.1275948652	fungi
amborella_trichopoda	5606.084428660345	121222529.05753176	13333	eukaryota	314.10081853394723	86655.66134996034	plants
monodelphis_domestica	54672.846585594016	10394330405.219551	13616	eukaryota	531.6566784452297	232424.0238982204	vertebrates
syncephalastrum_racemosum_gca_002105135	1659.8627821239097	1362948.3126443813	13706	eukaryota	406.4998640935037	115099.7476667086	fungi
pelodiscus_sinensis	42082.33855627028	4933736649.83787	13735	eukaryota	516.2622163326156	274054.7877269264	vertebrates
brachypodium_distachyon	3372.1941416496647	8541691.498143999	15368	eukaryota	376.77049371896	89979.18516458721	plants
penicillium_expansum_gca_000769735	1683.4704708337113	1611844.9642658553	27334	eukaryota	502.63155515370704	158039.31671826128	fungi
schizopora_paradoxa_gca_001020605	1734.7822448501872	1327714.1627396902	27342	eukaryota	412.6747214076247	97548.3980294989	fungi
puccinia_sorghi_gca_001263375	1549.3890786602144	1619450.1917808943	27349	eukaryota	353.39943895017115	98195.54853850884	fungi
puccinia_striiformis_gca_002920065	1713.6572564612327	2259386.8931891057	27350	eukaryota	404.5302210645829	109011.23868387446	fungi
saccharopolyspora_rectivirgula_gca_000710755	937.1607697082558	336104.41934842936	28042	bacteria	311.72222222222223	37344.883076339305	bacteria
lachnospira_multipara_gca_900108125	983.9892857142858	447828.6346608631	28051	bacteria	327.3971405877681	49773.223225829264	bacteria
rhodoferax_fermentans_gca_002017865	981.5150161330356	463717.1743648271	28066	bacteria	326.9859473023839	51595.90140889782	bacteria
nostoc_sp_pcc_7524_gca_000316645	1008.6665443200588	1701196.4528471057	28072	bacteria	335.17710263060394	190538.55636277288	bacteria
neisseria_weaveri_gca_900638685	945.8876237623764	553387.0131206508	28091	bacteria	314.9766285430134	61661.359154995786	bacteria
robbsia_andropogonis_gca_000970345	933.2353313634444	395035.0049832236	28092	bacteria	310.4834283301668	43885.15433891975	bacteria
trinickia_caryophylli_gca_900177465	997.8042090736589	518099.0822597133	28094	bacteria	332.209161624892	57496.1720114858	bacteria
phyllobacterium_myrsinacearum_gca_002980555	942.6454245191374	361219.2557131262	28101	bacteria	313.6627771295216	40148.92885733177	bacteria
bacteroides_heparinolyticus_gca_002998535	1127.7418772563176	594035.5306761424	28113	bacteria	371.2746765249538	63486.2614331886	bacteria
porphyromonas_macacae_gca_000769035	1043.7096247960849	498879.5859301637	28115	bacteria	347.3488876831253	55518.55736439726	bacteria
rikenella_microfusus_gca_900455755	1025.132519983172	488029.1453098506	28139	bacteria	341.2324003392705	54271.34944616635	bacteria
caviibacterium_pharyngocola_gca_002795405	938.7023554603854	412091.8466739695	28159	bacteria	312.5539845758355	45851.7148298086	bacteria
conservatibacter_flavescens_gca_002795425	970.7777317880794	482837.475628145	28161	bacteria	323.00703642384104	53640.68939146203	bacteria
vibrio_nigripulchritudo_gca_000801275	992.4510226049516	500946.3466946297	28173	bacteria	329.87075812274367	55612.81665694455	bacteria
capnocytophaga_cynodegmi_gca_000827615	976.0483606557376	655449.6179964916	28189	bacteria	324.8146781467815	72815.14529717897	bacteria
chelatococcus_asaccharovorans_gca_003201475	949.7181600239736	324685.54785838525	28210	bacteria	316.5185463282775	35990.4590657147	bacteria
sphingomonas_adhaesiva_gca_002374855	988.0529394559812	567125.1285599644	28212	bacteria	329.20216818048635	62972.18772097171	bacteria
sphingomonas_sp__gca_002707985	939.2792497767192	376923.0816151608	28214	bacteria	224.8298118668596	25214.09899518753	bacteria
geotoga_petraea_gca_900102615	959.149613899614	391295.66567826696	28234	bacteria	319.280193236715	43464.504344090245	bacteria
mycoplana_dimorpha_gca_003046475	939.1613819214388	385972.5268491194	28320	bacteria	312.9030116196348	42825.667773186055	bacteria
anolis_carolinensis	35331.77886528637	3586983908.3342304	28377	eukaryota	528.8064550949914	239626.9149861268	vertebrates
talaromyces_islandicus_gca_000985935	1867.568147476579	2199198.616728615	28573	eukaryota	538.9191094993453	186982.237763946	fungi
cyprinodon_variegatus	19843.374592267213	1021401634.676698	28743	eukaryota	508.0916183585408	203200.86197446653	vertebrates
hydrogenovibrio_marinus_gca_000696325	950.0390557939916	398002.75115754525	28885	bacteria	316.0197424892704	44221.49724853821	bacteria
ursus_maritimus	37028.3756350607	4619114886.50666	29073	eukaryota	547.3838289962825	326683.25990681275	vertebrates
crassostrea_gigas	8071.40135689371	86151326.2580647	29159	eukaryota	448.2783291022386	256466.7690122173	invertebrates
halorubrum_distributum_gca_002252935	642.7126805778491	203008.11893990115	29283	archaea	213.7475922953451	22550.40394843588	archaea
halophilic_archaeon_gca_003298465	847.6641705069125	327890.7546829685	29295	archaea	281.93988861148455	36425.644292188896	archaea
mycobacterium_haemophilum_gca_001021405	969.9532959701094	501862.9804663093	29311	bacteria	322.9126369222549	55757.91406527888	bacteria
domibacillus_aminovorans_gca_001643235	850.6776720761052	317821.5484685787	29332	bacteria	282.92163448082846	35320.247496543845	bacteria
_clostridium_thermoalcaliphilum_gca_002029295	901.7972372964972	334906.1775244466	29349	bacteria	300.0508390918065	37201.73124127089	bacteria
clostridium_paraputrificum_gca_001679805	941.2605590062112	410941.2017368729	29363	bacteria	313.1606088847468	45656.89681951728	bacteria
_clostridium_polysaccharolyticum_gca_900111595	1017.6003311258278	609510.6467703441	29364	bacteria	338.70941020543404	67722.736543835	bacteria
clostridium_puniceum_gca_002006345	917.0130065975496	543699.1304869051	29367	bacteria	305.15415094339625	60429.32837491587	bacteria
clostridium_thermobutyricum_gca_000371465	890.4511529126214	404981.27348577214	29372	bacteria	296.18093503339406	45012.09601054361	bacteria
staphylococcus_auricularis_gca_002902455	899.8537924151697	383548.13787377824	29379	bacteria	299.41787319021466	42605.91170836153	bacteria
rhodoplanes_elegans_gca_003258805	884.9891195179109	357353.1823694574	29408	bacteria	294.579105976896	39778.77291902644	bacteria
rhodoplanes_roseus_gca_003258865	905.1525503778338	389872.86619094375	29409	bacteria	301.1803149606299	43303.406920675705	bacteria
nitrobacter_vulgaris_gca_002028545	893.0094258783205	513540.7104825561	29421	bacteria	297.08314285714283	57058.69128477525	bacteria
bradyrhizobium_elkanii_gca_000878305	933.0367873369486	400023.4933694486	29448	bacteria	310.4285923753666	44448.56023236351	bacteria
rhizobium_etli_gca_003259755	896.7935837245697	469256.742641561	29449	bacteria	298.4271143888279	52171.65150574915	bacteria
porphyromonas_circumdentaria_gca_900167105	1039.3010053222945	509058.2673303497	29524	bacteria	346.0698638247484	56553.036585348746	bacteria
flavobacterium_succinicans_gca_001662485	1023.6402417348028	611557.2368153043	29536	bacteria	340.62873399715505	67956.06204137071	bacteria
natrialba_asiatica_dsm_12278_gca_000337555	870.9116379310345	337058.38093278965	29540	archaea	289.691497005988	37448.980030700455	archaea
mycoplasma_bovirhinis_gca_002688685	1136.2279069767442	1091491.536487072	29553	bacteria	378.0759689922481	121276.83738745244	bacteria
mycoplasma_gallinaceum_gca_900660495	1213.1304893350064	1749841.8698858155	29556	bacteria	399.43359375	198986.00862227025	bacteria
mycoplasma_gallinarum_gca_001637235	1163.1647254575707	1587242.7778202994	29557	bacteria	387.0549084858569	176360.30864669997	bacteria
halomonas_subglaciescola_gca_900142895	974.6982942430704	382833.1137048745	29571	bacteria	323.37738619676946	43081.64452698851	bacteria
gossypium_raimondii	3140.124712102177	7548632.885407043	29730	eukaryota	392.4945575011831	98013.77922786534	plants
vitis_vinifera	5130.068032211715	58919582.14393792	29760	eukaryota	360.4399477806789	95455.1629486934	plants
hanseniaspora_uvarum_gca_001747055	1586.3814331445458	1256004.9660492756	29833	eukaryota	523.7615176151761	138620.6611998648	fungi
penicillium_vulpinum_gca_002072255	2115.081144191477	2533556.4190255664	29845	eukaryota	493.35959004392384	154087.76369292053	fungi
phytophthora_cactorum_gca_003287315	1268.5767313251497	1861574.4084429604	29920	eukaryota	391.6667676986361	194533.70076401703	protists
bos_indicus_hybrid	51390.564020255	13248961546.328924	30522	eukaryota	541.1616218236173	262602.3808468487	vertebrates
otolemur_garnettii	36854.49630882806	5117668076.242105	30611	eukaryota	541.2207137714697	244746.34110035963	vertebrates
takifugu_rubripes	8762.359378046403	185243568.0778604	31033	eukaryota	545.2041776439594	218576.4532518949	vertebrates
caenorhabditis_remanei	2213.977159944013	6401601.399891866	31234	eukaryota	401.5218128860865	142678.98290392797	invertebrates
clavibacter_sepedonicus_gca_000069225	944.5319012504008	348681.8404669101	31964	bacteria	314.03303892705264	39414.57057037578	bacteria
comamonas_terrigena_gca_002554425	980.7569115815692	482621.2767179132	32013	bacteria	326.3272636567723	53695.694767984605	bacteria
campylobacter_sputorum_biovar_sputorum_gca_900460785	917.912676056338	378845.1766994299	32024	bacteria	305.41609977324265	42165.4149647002	bacteria
synechococcus_sp_wh_7803_gca_000063505	869.3955783655745	387162.71075453307	32051	bacteria	289.0422924901186	43061.56286069733	bacteria
tetranychus_urticae	2726.3783600248994	24953810.02084239	32264	eukaryota	386.95018829168094	174926.6023118048	invertebrates
neolamprologus_brichardi	14158.53182281059	626672446.6779875	32507	eukaryota	465.8876433121019	183011.5538113808	vertebrates
phascolarctobacterium_faecium_gca_003945365	951.715958369471	420860.1808905561	33025	bacteria	311.7832136445242	42731.17211144603	bacteria
parvimonas_micra_gca_000800295	953.1501057082452	421021.79903207626	33033	bacteria	317.2327221438646	46765.82159611329	bacteria
zymobacter_palmae_gca_003610015	951.2590789966304	611201.1118791514	33074	bacteria	316.6510494752624	67937.88156245273	bacteria
purpureocillium_lilacinum_gca_001653205	1576.3107109487812	1658663.5283230843	33203	eukaryota	461.05012765957446	135775.70716442325	fungi
agromyces_ramosus_gca_004216665	974.8639910813824	379823.5934283935	33879	bacteria	324.28846153846155	42202.30678625807	bacteria
actinopolyspora_mortivallis_gca_003001495	951.8832155014402	432581.5651948962	33906	bacteria	316.74823159549385	48063.48926901553	bacteria
mycoplasma_agassizii_gca_002276225	1121.717277486911	984910.2658961444	33922	bacteria	373.24712041884817	109431.03739998024	bacteria
bacillus_cohnii_gca_002250055	858.7316035729477	346946.33849898085	33932	bacteria	285.1154256454022	38601.644591277385	bacteria
aeribacillus_pallidus_gca_001629795	863.6607954545455	319181.82182147563	33936	bacteria	287.24183006535947	35473.589312852295	bacteria
caryophanon_tenue_gca_001700315	923.86213592233	373199.29403363634	33978	bacteria	307.2873786407767	41466.701459296535	bacteria
paracoccus_thiocyanatus_gca_003368585	874.334652862363	299582.4846836748	34006	bacteria	291.03074581430747	33437.72225781753	bacteria
rhodobium_orientis_gca_003258835	957.8763303533418	528724.3494034351	34017	bacteria	318.75319420783643	58736.7601601889	bacteria
moraxella_atlantae_gca_001678995	995.4923964341898	1225210.9667574756	34059	bacteria	331.50210084033614	136278.8123970555	bacteria
moraxella_osloensis_gca_001679205	968.1233517652064	445760.3320119098	34062	bacteria	321.4464897260274	51877.98428745857	bacteria
brevinema_andersonii_gca_900112165	913.7961165048544	434502.4233575658	34097	bacteria	303.8438584316447	48300.66379732439	bacteria
daphnia_magna	3188.4737296404714	21532601.857425816	35525	eukaryota	343.50355276514154	173982.59573705785	invertebrates
heliophilum_fasciatum_gca_004341395	951.895260989011	460873.4349208525	35700	bacteria	316.7341119890072	51195.11759542251	bacteria
actinoplanes_philippinensis_gca_900113015	997.0175270873168	563675.4163505823	35752	bacteria	331.73735656608585	62624.93961804605	bacteria
corynebacterium_kutscheri_gca_000980835	977.3004396678066	467385.1252344108	35755	bacteria	325.1001465559355	51931.68058160119	bacteria
bifidobacterium_choerinum_gca_000741135	1073.665669856459	548991.6960559245	35760	bacteria	357.22787081339715	60999.410042621246	bacteria
streptosporangium_nondiastaticum_gca_003011965	980.41824490386	815085.1016508809	35764	bacteria	326.2480115690528	90566.4523662365	bacteria
nitrosospira_briensis_gca_900115125	962.8148148148148	629427.624013722	35799	bacteria	320.29282526604874	69957.29712226926	bacteria
rhodovulum_adriaticum_gca_004345735	932.2241751464692	385861.0413401199	35804	bacteria	310.29762272306266	42845.30669910283	bacteria
bacillus_thermoamylovorans_gca_000751775	859.1639058413252	346861.60045264696	35841	bacteria	285.79156976744184	38534.38951890761	bacteria
cyberlindnera_fabianii_gca_001983305	1490.8035941187147	1122894.0198781476	36022	eukaryota	473.71508988560015	114924.18924373966	fungi
fusarium_poae_gca_001675295	1678.435278154681	1687770.133608478	36050	eukaryota	502.70380125284737	145973.00808122824	fungi
megaselia_scalaris	2353.585027484513	6959710.720278422	36166	eukaryota	225.2782479713812	54082.03138457411	invertebrates
plasmodium_falciparum	2570.237215378873	7094558.986652836	36329	eukaryota	764.5058517555267	764213.6141890876	protists
penicillium_coprophilum_gca_002072405	2452.3759306589623	3573950.650503065	36646	eukaryota	504.2277326809741	154634.15676195166	fungi
microbacterium_aurum_gca_001974985	953.4738372093024	410744.5640971935	36805	bacteria	316.5533726260642	45977.45325917522	bacteria
microbacterium_laevaniformans_gca_001584605	949.572025052192	416162.5797392322	36807	bacteria	316.1293133495992	46230.2974284335	bacteria
corynebacterium_bovis_gca_003932215	1059.1424317617866	556686.8193257618	36808	bacteria	348.3139816158684	70622.54463985057	bacteria
streptomyces_caelestis_gca_001279005	966.6882626380012	650311.6378049718	36816	bacteria	321.66506829410054	72253.36854852753	bacteria
streptomyces_subrutilus_gca_001746425	973.87232787852	624520.5572745417	36818	bacteria	324.3799230085875	69586.35112062194	bacteria
anaerotignum_neopropionicum_gca_001571775	901.6813524590164	447907.7135981702	36847	bacteria	299.0078459343795	49300.71988133765	bacteria
oxobacter_pfennigii_gca_001317355	902.2808988764044	428901.2870337973	36849	bacteria	300.21179499180903	47640.0775574748	bacteria
thiobacillus_denitrificans_gca_001530125	898.4115734720416	460711.3407960924	36861	bacteria	298.7320325203252	51121.62042771527	bacteria
wigglesworthia_glossinidia_endosymbiont_of_glossina_brevipalpis_gca_000008885	993.2742200328408	382194.4986928528	36870	bacteria	328.8200972447325	42069.22894609442	bacteria
porphyromonas_cangingivalis_gca_000768995	1040.4618859401469	455316.7243939554	36874	bacteria	346.5138496325608	50532.984112377824	bacteria
kryptolebias_marmoratus	16676.781799096345	802663380.1900401	37003	eukaryota	542.3594221450123	228430.1933078725	vertebrates
aotus_nancymaae	49460.64311023622	11176634254.483282	37293	eukaryota	529.6108384056548	300803.76607564086	vertebrates
plasmodiophora_brassicae_gca_001049375	1567.5720160378328	1995727.515453708	37360	eukaryota	449.533950617284	163653.74100177962	protists
helicobacter_bilis_gca_001999985	942.5873786407768	579364.1259212457	37372	bacteria	307.9064039408867	45687.18985547006	bacteria
laceyella_sacchari_gca_002893785	877.8763116057233	535989.7922662896	37482	bacteria	291.95866454689985	59554.40477938649	bacteria
